Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels
@user2452	2	2	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2588	3	3	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2236	4	4	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user377	5	5	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1139	6	6	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1298	7	7	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2419	8	8	PROPN	O	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1690	0	0	PROPN	O	@user1690 yeah everythings fine now !! it was taken care of , i m hoping the problem wo nt come back tho but u kno ..... ^_____t	['PROPN', 'INTJ', 'PRON', 'ADJ', 'ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'NOUN', 'ADP', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'AUX', 'PART', 'VERB', 'ADV', 'ADV', 'CCONJ', 'PRON', 'X', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user589	0	0	PROPN	O	@user589 my pleasure , as always ! thanks for the retweet ! 💗	['PROPN', 'PRON', 'NOUN', 'PUNCT', 'ADP', 'ADV', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#mancandymonday	8	8	['PROPN']	['O']	rt @user1918 : #omarlives !! #longmireonnetflix #longmire happy #mancandymonday url1554	['X', 'X', 'PUNCT', 'X', 'PUNCT', 'X', 'X', 'ADJ', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2050	7	7	PROPN	O	rt @user24 : i want to win @user2050 dm pack url1445	['X', 'X', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
eurusd	13	13	['PROPN']	['O']	order closed at p/l of $ 0.93 . ticket 123546591 buy 0.01 lots eurusd - url1085	['NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'NUM', 'VERB', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2185	0	0	PROPN	O	@user2185 maybe do sprints . a great way to increase calorie burn .	['PROPN', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#swish	3	3	['PROPN']	['O']	rt @user2495 : #swish will be signing at sunday 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …	['X', 'X', 'PUNCT', 'PROPN', 'AUX', 'AUX', 'VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'NUM', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
sunday	8	8	['PROPN']	['O']	rt @user2495 : #swish will be signing at sunday 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …	['X', 'X', 'PUNCT', 'PROPN', 'AUX', 'AUX', 'VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'NUM', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#twitter	12	12	['PROPN']	['O']	rt @user809 : here are 5 ways for you to start using #twitter to market your #business : url1320 url1262	['X', 'X', 'PUNCT', 'ADV', 'AUX', 'NUM', 'NOUN', 'ADP', 'PRON', 'PART', 'VERB', 'VERB', 'PROPN', 'PART', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1041	0	0	PROPN	O	@user1041 happy birthday !	['PROPN', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O']
#bb18	6	6	['PROPN']	['O']	rt @user165 : delay update : #bb18 will air at 8:40 / 7:40 c !	['X', 'X', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'NUM', 'PUNCT', 'NUM', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
usb	12	12	['PROPN']	['O']	huge daily deals > url1224 #6180 #1954 50 wholesale lot of frisby usb 2.0 computer pc laptop noteb … url848	['ADJ', 'ADJ', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'NUM', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2633	0	0	PROPN	O	@user2633 lmao lufas actually speed up the process	['PROPN', 'INTJ', 'PROPN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
lufas	2	2	['PROPN']	['O']	@user2633 lmao lufas actually speed up the process	['PROPN', 'INTJ', 'PROPN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
boondocks	3	3	['PROPN']	['O']	i miss the boondocks .	['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O']
prime minister	10	11	['PROPN', 'PROPN']	['O', 'O']	rt @user2483 : so we need : 1 ) a prime minister 2 ) an opposition leader 3 ) an england manager 4 ) a ukip leader 5 ) a top gear host 6 ) a n …	['X', 'X', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PUNCT', 'X', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'X', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'X', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'X', 'PUNCT', 'DET', 'PROPN', 'NOUN', 'X', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'NOUN', 'X', 'PUNCT', 'DET', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user158	0	0	PROPN	O	@user158 yup ! we coming through there in a few . i	['PROPN', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'ADP', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
jr	4	4	['PROPN']	['O']	"super proud of my jr musical theatre "" seuss "" who won gold and outstanding last night !!! they … url1293"	['ADV', 'ADJ', 'ADP', 'PRON', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1382	4	4	PROPN	O	you streaming soon ? @user1382	['PRON', 'VERB', 'ADV', 'PUNCT', 'PROPN']	['O', 'O', 'O', 'O', 'O']
@user1490	3	3	PROPN	O	i liked a @user1490 video from @user1739 url1400 molten aluminum vs bullets	['PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'X', 'VERB', 'NOUN', 'ADP', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1739	6	6	PROPN	O	i liked a @user1490 video from @user1739 url1400 molten aluminum vs bullets	['PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'X', 'VERB', 'NOUN', 'ADP', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2094	0	0	PROPN	O	@user2094 hahahaha that 's really funny 😂😂	['PROPN', 'INTJ', 'PRON', 'AUX', 'ADV', 'ADJ', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1259	22	22	PROPN	O	rt @user1308 : #msr can you think of better way to spend your birthday than riding 291 km ? 😆 happy birthday @user1259 ! url598 …	['X', 'X', 'PUNCT', 'X', 'AUX', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PART', 'VERB', 'PRON', 'NOUN', 'SCONJ', 'VERB', 'NUM', 'NOUN', 'PUNCT', 'SYM', 'ADJ', 'NOUN', 'PROPN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
foam roller	9	10	['PROPN', 'PROPN']	['O', 'O']	check out review of the fitwood m - roll foam roller url1457 via @user296	['VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'X', 'ADP', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']
@user296	13	13	PROPN	O	check out review of the fitwood m - roll foam roller url1457 via @user296	['VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'X', 'ADP', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']
@user970	0	0	PROPN	O	@user970 money in the bank , pimping ai n't easy ... url375	['PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'AUX', 'PART', 'ADJ', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2467	4	4	PROPN	O	rt @user1467 : . @user2467 @user2401 i will not argue no matter what . but you keep changing your position , so i have to keep makin …	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'ADV', 'ADV', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PART', 'VERB', 'VERB', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2401	5	5	PROPN	O	rt @user1467 : . @user2467 @user2401 i will not argue no matter what . but you keep changing your position , so i have to keep makin …	['X', 'X', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'ADV', 'ADV', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PART', 'VERB', 'VERB', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1498	0	0	PROPN	O	@user1498 thanks friend 😊 have dm'd u back	['PROPN', 'NOUN', 'NOUN', 'SYM', 'AUX', 'VERB', 'PRON', 'ADV']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user656	0	0	PROPN	O	@user656 is the sky blue ? 😎	['PROPN', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
@user309	0	0	PROPN	O	@user309 wait , it is ? i got one in the mail yesterday .	['PROPN', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PUNCT', 'PRON', 'VERB', 'NUM', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1541	1	1	PROPN	O	""" @user1541 : ' 16 url468 "" not showing beer 🍺😉"	['PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'NUM', 'X', 'PUNCT', 'PART', 'VERB', 'NOUN', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2413	0	0	PROPN	O	@user2413 oh mannn i shoulda gone :(	['PROPN', 'INTJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
@user214	0	0	PROPN	O	@user214 better safe than sorry . 😂	['PROPN', 'ADV', 'ADJ', 'ADP', 'ADJ', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
@user697	2	2	PROPN	O	newly wedding @user697 🍊🐰😇🐝	['ADV', 'NOUN', 'PROPN', 'SYM']	['O', 'O', 'O', 'O']
@user1832	0	0	PROPN	O	@user1832 damn u right 😘😘	['PROPN', 'INTJ', 'PRON', 'ADJ', 'SYM']	['O', 'O', 'O', 'O', 'O']
@user1221	7	7	PROPN	O	rt @user1221 : huntsman fade giveaway follow @user1221 & @user219 to enter the giveaway . retweet + like ends in 72 hours . url224 …	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SYM', 'VERB', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user219	9	9	PROPN	O	rt @user1221 : huntsman fade giveaway follow @user1221 & @user219 to enter the giveaway . retweet + like ends in 72 hours . url224 …	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SYM', 'VERB', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user998	5	5	PROPN	O	rt @user2370 : please , @user998 , bring pokemon go to brazil : url503 #pokemongonobrasilhoje ( rt pra carta chegar na @user956 …	['X', 'X', 'PUNCT', 'INTJ', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'X', 'X', 'PUNCT', 'VERB', 'X', 'X', 'X', 'X', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user956	21	21	PROPN	O	rt @user2370 : please , @user998 , bring pokemon go to brazil : url503 #pokemongonobrasilhoje ( rt pra carta chegar na @user956 …	['X', 'X', 'PUNCT', 'INTJ', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'X', 'X', 'PUNCT', 'VERB', 'X', 'X', 'X', 'X', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user110	0	0	PROPN	O	"@user110 "" really ? well , thank you .. "" * he replied , nuzzling his head . * "" same to you . '"	['PROPN', 'PUNCT', 'ADV', 'PUNCT', 'INTJ', 'PUNCT', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2173	19	19	PROPN	O	rt @user2250 : liza soberano , we need you ! pls join and be our next miss universe ! @user2173 pag naka -1m rt to liza , sumali ka ha ! 😂😂😂	['X', 'X', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT', 'INTJ', 'VERB', 'CCONJ', 'AUX', 'PRON', 'ADJ', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'X', 'X', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'PUNCT', 'SYM']	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']
ir	2	2	['PROPN']	['O']	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	['NUM', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'SYM', 'X', 'SYM', 'X', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
icemoon	4	4	['PROPN']	['O']	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	['NUM', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'SYM', 'X', 'SYM', 'X', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
teen choice	1	2	['PROPN', 'PROPN']	['O', 'O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#choicemusicgroupmale	4	4	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#superjunior	6	6	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#teenchoice	8	8	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#choicefandom	11	11	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#elf	13	13	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user2584	0	0	PROPN	O	@user2584 since last night i have been pokeballess 💔 but i have like 50 now lmao	['PROPN', 'ADP', 'ADJ', 'NOUN', 'PRON', 'AUX', 'AUX', 'ADJ', 'SYM', 'CCONJ', 'PRON', 'VERB', 'ADP', 'NUM', 'ADV', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user1128	0	0	PROPN	O	@user1128 yep , sounds like typical rated games .	['PROPN', 'INTJ', 'PUNCT', 'VERB', 'ADP', 'ADJ', 'VERB', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
lady gaga	5	6	['PROPN', 'PROPN']	['O', 'O']	< tweet to vote for lady gaga . #iheartawards #ladygaga #triplethreat vota na gaga	['PUNCT', 'VERB', 'PART', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'VERB', 'PART', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@user118	10	10	PROPN	O	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of b2b marketing fr …	['X', 'X', 'PUNCT', 'VERB', 'ADV', 'PART', 'VERB', 'ADP', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
b2b	22	22	['PROPN']	['O']	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of b2b marketing fr …	['X', 'X', 'PUNCT', 'VERB', 'ADV', 'PART', 'VERB', 'ADP', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
