Orig Index	Word	Start Word Index	End Word Index	POS Label	Spacy POS Label	Final POS Label	NER Label	Spacy NER Label	Tweet	Candidate Label	PROPOSED NER Label	LW NER Label	Alec NER Label	LW Additional Notes
459	@user420	1	1	['PROPN']	['X']	['X']	['O']	[]	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 <[@user420]> @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	B-PER	B-PER	B-PER	
460	@user335	2	2	['PROPN']	['X']	['X']	['O']	[]	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 <[@user335]> @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	B-PER	B-PER	B-PER	
461	@user2377	3	3	['PROPN']	['X']	['X']	['O']	[]	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 <[@user2377]> @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	B-PER	B-PER	B-PER	
462	@user1375	4	4	['PROPN']	['X']	['X']	['O']	[]	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 @user2377 <[@user1375]> @user821 , dude , relax . trump will dominate in california come june 7th .	B-PER	B-PER	B-PER	
463	@user821	5	5	['PROPN']	['X']	['X']	['O']	[]	@user2253 @user420 @user335 @user2377 @user1375 @user821 , dude , relax . trump will dominate in california come june 7th .	@user2253 @user420 @user335 @user2377 @user1375 <[@user821]> , dude , relax . trump will dominate in california come june 7th .	B-PER	B-PER	B-PER	
465	@user1829	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1829 literally us 20 minutes ago url269	<[@user1829]> literally us 20 minutes ago url269	B-PER	B-PER	B-PER	
466	#littlemix	15	15	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	rt @user1724 : who are the biggest girl band on the planet right now ? <[#littlemix]> or @user450	B-MISC	B-ORG	B-ORG	
471	@user1577	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	<[@user1577]> @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	B-PER	B-PER	B-PER	
472	@user1678	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 <[@user1678]> @user1632 @user85 dashiki shirt to who said that it looked awesome	B-PER	B-PER	B-PER	
473	@user1632	2	2	['PROPN']	['X']	['X']	['O']	[]	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 @user1678 <[@user1632]> @user85 dashiki shirt to who said that it looked awesome	B-PER	B-PER	B-PER	
474	@user85	3	3	['PROPN']	['X']	['X']	['O']	[]	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 @user1678 @user1632 <[@user85]> dashiki shirt to who said that it looked awesome	B-PER	B-PER	B-PER	
475	dashiki	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	@user1577 @user1678 @user1632 @user85 <[dashiki]> shirt to who said that it looked awesome	O	B-MISC	B-MISC	
476	@user29	0	0	['PROPN']	['X']	['X']	['O']	[]	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	<[@user29]> @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	B-PER	B-PER	B-PER	
477	@user2442	1	1	['PROPN']	['X']	['X']	['O']	[]	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	@user29 <[@user2442]> @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	B-PER	B-PER	B-PER	
478	@user2265	2	2	['PROPN']	['X']	['X']	['O']	[]	@user29 @user2442 @user2265 i 'm grateful for this all happening bc there is no ( cont ) url338	@user29 @user2442 <[@user2265]> i 'm grateful for this all happening bc there is no ( cont ) url338	B-PER	B-PER	B-PER	
479	@user1563	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user1563 1 out of 10	<[@user1563]> 1 out of 10	B-PER	B-PER	B-PER	
480	#espys	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1292 : the #espys open with a powerful black lives matter tribute : " we all have to do better " url497 url621 …	rt @user1292 : the <[#espys]> open with a powerful black lives matter tribute : " we all have to do better " url497 url621 …	B-MISC	B-MISC	B-MISC	
482	@user50	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	<[@user50]> @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	B-PER	B-PER	B-PER	
483	@user103	1	1	['PROPN']	['NUM']	['NUM']	['O']	[]	@user50 @user103 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	@user50 <[@user103]> 4/4 hai yogendra yadav confirmed in public that you were aware of tomar 's farzi degree well in advance	B-PER	B-PER	B-PER	
484	@user1789	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1789 😅😂 ima just shut up 🙂☝🏽️	<[@user1789]> 😅😂 ima just shut up 🙂☝🏽️	B-PER	B-PER	B-PER	
486	@user1278	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	<[@user1278]> @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	B-PER	B-PER	B-PER	
487	@user867	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	@user1278 <[@user867]> @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	B-PER	B-PER	B-PER	
488	@user1643	2	2	['PROPN']	['NUM']	['NUM']	['O']	[]	@user1278 @user867 @user1643 my eyes say it s him , haha .. but my eyes can be wrong ..	@user1278 @user867 <[@user1643]> my eyes say it s him , haha .. but my eyes can be wrong ..	B-PER	B-PER	B-PER	
489	@user720	0	0	['PROPN']	['X']	['X']	['O']	[]	@user720 dylan and chris wo nt be there will they ?	<[@user720]> dylan and chris wo nt be there will they ?	B-PER	B-PER	B-PER	
491	#gbv	21	21	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1411 : women are more likely to experience physical violence committed by their spouse than men . speak up against #gbv . url222 …	rt @user1411 : women are more likely to experience physical violence committed by their spouse than men . speak up against <[#gbv]> . url222 …	B-MISC	B-MISC	B-MISC	
492	@user1479	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	#ff @user1479 the national campaign dedicated 2 tackling youth unemployment . home of the youth friendly badge & youth employment e-magazine	#ff <[@user1479]> the national campaign dedicated 2 tackling youth unemployment . home of the youth friendly badge & youth employment e-magazine	B-PER	B-PER	B-PER	
496	@user1622	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	<[@user1622]> @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	B-PER	B-PER	B-PER	
497	@user218	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1622 @user218 will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	@user1622 <[@user218]> will you please help pass the message about my aunties dying wish on @user1885 it would mean so much to me and her 💖	B-PER	B-PER	B-PER	
499	@user1483	26	26	['PROPN']	['X']	['X']	['O']	[]	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 @user437 #sma …	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? <[@user1483]> @user437 #sma …	B-PER	B-PER	B-PER	
500	@user437	27	27	['PROPN']	['X']	['X']	['O']	[]	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 @user437 #sma …	rt @user1017 : only 26 away from 500 ! awesome growth over the last month . thank you everyone . can we get to 500 ? @user1483 <[@user437]> #sma …	B-PER	B-PER	B-PER	
502	#affiliate	8	8	['PROPN']	['NOUN']	['NOUN']	['O']	[]	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …	the easiest way to make money with #amazon <[#affiliate]> url1558 #blogging #webmaster google 's parent company alphabet is …	O	B-MISC	B-MISC	program
503	@user126	0	0	['PROPN']	['X']	['X']	['O']	[]	@user126 he listened	<[@user126]> he listened	B-PER	B-PER	B-PER	
504	@user1828	18	18	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user170 : " they " do n't want you to be concerned about climate change , but @user1828 & i want you to be . major 🔑 / major 🔬 url1175 …	rt @user170 : " they " do n't want you to be concerned about climate change , but <[@user1828]> & i want you to be . major 🔑 / major 🔬 url1175 …	B-PER	B-PER	B-PER	
505	@user189	0	0	['PROPN']	['X']	['X']	['O']	[]	@user189 @user1237 oh cry me a river will you 🙄	<[@user189]> @user1237 oh cry me a river will you 🙄	B-PER	B-PER	B-PER	
506	@user1237	1	1	['PROPN']	['X']	['X']	['O']	[]	@user189 @user1237 oh cry me a river will you 🙄	@user189 <[@user1237]> oh cry me a river will you 🙄	B-PER	B-PER	B-PER	
507	@user2564	23	23	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1473 : not included in that was the growing , scary abuse , & racial attacks occurring on & offline post brexit @user2564 h …	rt @user1473 : not included in that was the growing , scary abuse , & racial attacks occurring on & offline post brexit <[@user2564]> h …	B-PER	B-PER	B-PER	
508	#westworld	15	15	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1677 : our genius producer / writers / showrunners answer a few things about #westworld url1555	rt @user1677 : our genius producer / writers / showrunners answer a few things about <[#westworld]> url1555	B-MISC	B-MISC	B-MISC	
510	@user397	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user397 we love you ekpe please !!	<[@user397]> we love you ekpe please !!	B-PER	B-PER	B-PER	
511	ekpe	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user397 we love you ekpe please !!	@user397 we love you <[ekpe]> please !!	O	B-PER	B-PER	
514	@user1503	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1503 most of them think they are little experts especially if u r at that shea one	<[@user1503]> most of them think they are little experts especially if u r at that shea one	B-PER	B-PER	B-PER	
516	@user2235	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	<[@user2235]> @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	B-PER	B-PER	B-PER	
517	@user192	1	1	['PROPN']	['X']	['X']	['O']	[]	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	@user2235 <[@user192]> @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	B-PER	B-PER	B-PER	
518	@user191	2	2	['PROPN']	['X']	['X']	['O']	[]	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	@user2235 @user192 <[@user191]> @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	B-PER	B-PER	B-PER	
519	@user55	3	3	['PROPN']	['X']	['X']	['O']	[]	@user2235 @user192 @user191 @user55 thanks for gant btw hope 2 months of kelly johnson was worth it last year	@user2235 @user192 @user191 <[@user55]> thanks for gant btw hope 2 months of kelly johnson was worth it last year	B-PER	B-PER	B-PER	
520	@user1795	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user1795 absolutely	<[@user1795]> absolutely	B-PER	B-PER	B-PER	
521	@user1985	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1985 @user1943 why is the ups man lying dead on your living room floor ?	<[@user1985]> @user1943 why is the ups man lying dead on your living room floor ?	B-PER	B-PER	B-PER	
522	@user1943	1	1	['PROPN']	['NUM']	['NUM']	['O']	[]	@user1985 @user1943 why is the ups man lying dead on your living room floor ?	@user1985 <[@user1943]> why is the ups man lying dead on your living room floor ?	B-PER	B-PER	B-PER	
523	#9thehabibs	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	['WORK_OF_ART']	watching #9thehabibs is like hanging out with my in - laws . yella habibi ! 😂	watching <[#9thehabibs]> is like hanging out with my in - laws . yella habibi ! 😂	B-MISC	B-MISC	B-MISC	
524	@user104	6	6	['PROPN']	['X']	['X']	['O']	[]	rt @user982 : this for you @user104 url1130	rt @user982 : this for you <[@user104]> url1130	B-PER	B-PER	B-PER	
526	@user728	0	0	['PROPN']	['X']	['X']	['O']	[]	@user728 so to hai	<[@user728]> so to hai	B-PER	B-PER	B-PER	
527	@user400	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user100 : congratulations to @user400 on topping our march goal of the month poll ! watch it here : url1551 url225 …	rt @user100 : congratulations to <[@user400]> on topping our march goal of the month poll ! watch it here : url1551 url225 …	B-PER	B-PER	B-PER	
530	@user1611	0	0	['PROPN']	['NUM']	['NUM']	['O']	[]	@user1611 strangers not allowed sorry	<[@user1611]> strangers not allowed sorry	B-PER	B-PER	B-PER	
531	@user2426	13	13	['PROPN']	['X']	['X']	['O']	[]	could n't tweet on way back down bc i was carrying jug ... @user2426 url467	could n't tweet on way back down bc i was carrying jug ... <[@user2426]> url467	B-PER	B-PER	B-PER	
532	@user549	27	27	['PROPN']	['X']	['X']	['O']	[]	rt @user40 : wenger : " we are a bit short on goal scored . we will try to certainly strengthen in that department . " [ @user549 ] htt …	rt @user40 : wenger : " we are a bit short on goal scored . we will try to certainly strengthen in that department . " [ <[@user549]> ] htt …	B-PER	B-PER	B-PER	
534	@user2187	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user2187 turn my notifications off so you do n't see my 200 mispellings out of 200 tweets	<[@user2187]> turn my notifications off so you do n't see my 200 mispellings out of 200 tweets	B-PER	B-PER	B-PER	
535	@user2134	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2134 follow back ... i need to dm you	<[@user2134]> follow back ... i need to dm you	B-PER	B-PER	B-PER	
536	@user1824	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	['PERSON']	dear @user1824 's girlfriend . you won the guy we all dreamed of having . so please . do us a favor . hold him and never let him go .	dear <[@user1824]> 's girlfriend . you won the guy we all dreamed of having . so please . do us a favor . hold him and never let him go .	B-PER	B-PER	B-PER	
537	@user1559	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1559 i have	<[@user1559]> i have	B-PER	B-PER	B-PER	
539	#socialmediaqueen	5	5	['PROPN']	['NOUN']	['NOUN']	['O']	[]	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my #teenchoice nominee for <[#socialmediaqueen]> #choicefemalehottie #choiceinstagrammer is britney spears	O	B-MISC	B-MISC	
540	#choicefemalehottie	6	6	['PROPN']	['NOUN']	['NOUN']	['O']	[]	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my #teenchoice nominee for #socialmediaqueen <[#choicefemalehottie]> #choiceinstagrammer is britney spears	O	B-MISC	B-MISC	
543	@user1825	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1825 @user2546 i was trying to be as nice as i could without blowing up or cussing	<[@user1825]> @user2546 i was trying to be as nice as i could without blowing up or cussing	B-PER	B-PER	B-PER	
544	@user2546	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1825 @user2546 i was trying to be as nice as i could without blowing up or cussing	@user1825 <[@user2546]> i was trying to be as nice as i could without blowing up or cussing	B-PER	B-PER	B-PER	
546	@user2204	10	10	['PROPN']	['X']	['X']	['O']	[]	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the asif siddiqui daily ! url1500 thanks to <[@user2204]> @user1267 @user2577 #food #foodie	B-PER	B-PER	B-PER	
547	@user1267	11	11	['PROPN']	['X']	['X']	['O']	[]	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the asif siddiqui daily ! url1500 thanks to @user2204 <[@user1267]> @user2577 #food #foodie	B-PER	B-PER	B-PER	
548	@user2577	12	12	['PROPN']	['X']	['X']	['O']	[]	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 @user2577 #food #foodie	the latest the asif siddiqui daily ! url1500 thanks to @user2204 @user1267 <[@user2577]> #food #foodie	B-PER	B-PER	B-PER	
551	@user1679	10	10	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	rt @user777 : friday night at #sdcc2016 with sis , <[@user1679]> covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	B-PER	B-PER	B-PER	
552	@user598	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user598 probably a fake stomach	<[@user598]> probably a fake stomach	B-PER	B-PER	B-PER	
555	@user2144	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user2144 : @user2144 like pay attention to me ugh	rt @user2144 : <[@user2144]> like pay attention to me ugh	B-PER	B-PER	B-PER	
556	@user2162	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2097 : @user2162 stop comparing fergie to iggy because fergie is so talented & ti writes iggys music ( when she had hits ) double …	rt @user2097 : <[@user2162]> stop comparing fergie to iggy because fergie is so talented & ti writes iggys music ( when she had hits ) double …	B-PER	B-PER	B-PER	
557	@user1813	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1813 how has your day been ? i hope it 's been amazing . 😊	<[@user1813]> how has your day been ? i hope it 's been amazing . 😊	B-PER	B-PER	B-PER	
561	@user638	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user638 hey baby thanks for being the best . so glad you 're all mine 😘😘😘💘	<[@user638]> hey baby thanks for being the best . so glad you 're all mine 😘😘😘💘	B-PER	B-PER	B-PER	
563	@user2647	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2647 hit the weights 🐱	<[@user2647]> hit the weights 🐱	B-PER	B-PER	B-PER	
564	@user1242	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	<[@user1242]> @user1620 @user2170 @user2061 thanks lovely brother !	B-PER	B-PER	B-PER	
565	@user1620	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	@user1242 <[@user1620]> @user2170 @user2061 thanks lovely brother !	B-PER	B-PER	B-PER	
566	@user2170	2	2	['PROPN']	['X']	['X']	['O']	[]	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	@user1242 @user1620 <[@user2170]> @user2061 thanks lovely brother !	B-PER	B-PER	B-PER	
567	@user2061	3	3	['PROPN']	['X']	['X']	['O']	[]	@user1242 @user1620 @user2170 @user2061 thanks lovely brother !	@user1242 @user1620 @user2170 <[@user2061]> thanks lovely brother !	B-PER	B-PER	B-PER	
569	@user1142	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user1142 yeah . ignored need basically .	<[@user1142]> yeah . ignored need basically .	B-PER	B-PER	B-PER	
570	#dollyparton	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	['PERSON']	#dollyparton announces first tour in over 25 years #dollyparton ... #dollyparton url766	<[#dollyparton]> announces first tour in over 25 years #dollyparton ... #dollyparton url766	B-PER	B-PER	B-PER	
571	@user2264	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2264 lmfaooooo i wish i could rt that . you are honest af	<[@user2264]> lmfaooooo i wish i could rt that . you are honest af	B-PER	B-PER	B-PER	
572	#designshanghai	20	20	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user361 : deeply saddened by the news of zaha hadid 's passing , we remember her amazing work at #designshanghai 2016 . url224 …	rt @user361 : deeply saddened by the news of zaha hadid 's passing , we remember her amazing work at <[#designshanghai]> 2016 . url224 …	B-MISC	B-ORG	B-ORG	
574	@user103	0	0	['PROPN']	['X']	['X']	['O']	[]	@user103 intension makes the difference	<[@user103]> intension makes the difference	B-PER	B-PER	B-PER	
575	#caveman	10	10	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	rt @user60 : it 's a strong look ! the <[#caveman]> gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	B-MISC	B-MISC	B-MISC	product brand
576	@user1489	15	15	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by <[@user1489]> bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	B-PER	B-PER	B-PER	
577	@user202	17	17	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler @user202 #teamaffinity #gymferret 👊💪 url217 …	rt @user60 : it 's a strong look ! the #caveman gym #kitbag used by @user1489 bowler <[@user202]> #teamaffinity #gymferret 👊💪 url217 …	B-PER	B-PER	B-PER	
578	@user560	3	3	['PROPN']	['X']	['X']	['O']	[]	rt @user865 : @user560 that was good .. he was a little bit better today and enjoyed sun and garden :-)) have a good nite .. see ye	rt @user865 : <[@user560]> that was good .. he was a little bit better today and enjoyed sun and garden :-)) have a good nite .. see ye	B-PER	B-PER	B-PER	
579	@user1977	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1977 @user2111 follow me pls	<[@user1977]> @user2111 follow me pls	B-PER	B-PER	B-PER	
580	@user2111	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1977 @user2111 follow me pls	@user1977 <[@user2111]> follow me pls	B-PER	B-PER	B-PER	
581	@user390	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user390 a1 ) stutterheim asked attendees to dress in white as a tribute to his brother miles #edmlispecial #sensationindia #hyderabad	<[@user390]> a1 ) stutterheim asked attendees to dress in white as a tribute to his brother miles #edmlispecial #sensationindia #hyderabad	B-PER	B-PER	B-PER	
582	k-pop	7	7	['PROPN']	['PROPN', 'PROPN', 'PROPN']	['PROPN', 'PROPN', 'PROPN']	['O']	[]	my friend : " do you love k-pop ? you ’re not a korean . ” /// me : “ why ? do we need to be italian to love pizza ? ”	my friend : " do you love <[k-pop]> ? you ’re not a korean . ” /// me : “ why ? do we need to be italian to love pizza ? ”	B-MISC	B-MISC	B-MISC	
583	@user2339	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	congrats <[@user2339]> 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	B-PER	B-PER	B-PER	
586	@user1748	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1748 @user299 aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol	<[@user1748]> @user299 aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol	B-PER	B-PER	B-PER	
587	@user299	1	1	['PROPN']	['X']	['X']	['O']	[]	@user1748 @user299 aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol	@user1748 <[@user299]> aye we getting inked up over here in the chi ! talking about sleeves and shit ! lol	B-PER	B-PER	B-PER	
590	#xboxone	8	8	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1103 : who wants to win a #xboxone ? simply retweet to everyone & follow us to enter contest url947 url222 …	rt @user1103 : who wants to win a <[#xboxone]> ? simply retweet to everyone & follow us to enter contest url947 url222 …	B-MISC	B-MISC	B-MISC	
592	@user2424	0	0	['PROPN']	['X']	['X']	['O']	[]	@user2424 their *****	<[@user2424]> their *****	B-PER	B-PER	B-PER	
593	@user1240	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	rt @user1466 : // guys shoutout to <[@user1240]> go rp with him he needs more sls !	B-PER	B-PER	B-PER	
594	rp	9	9	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	rt @user1466 : // guys shoutout to @user1240 go <[rp]> with him he needs more sls !	O	O	O	
595	sls	15	15	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more sls !	rt @user1466 : // guys shoutout to @user1240 go rp with him he needs more <[sls]> !	O	O	O	
596	@user1555	0	0	['PROPN']	['X']	['X']	['O']	[]	@user1555 lmaoooo my whole history " 😂 "	<[@user1555]> lmaoooo my whole history " 😂 "	B-PER	B-PER	B-PER	
597	xmas	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	#golfing #golfnews 1999 new in box mr christmas animated musical golfing santa 15 xmas ... url1119 url656	#golfing #golfnews 1999 new in box mr christmas animated musical golfing santa 15 <[xmas]> ... url1119 url656	B-MISC	B-MISC	B-MISC	
598	@user68	16	16	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1089 : more : some of hospitalized got critical trauma stab wounds url1307 pic by @user68 #sacramento url219 …	rt @user1089 : more : some of hospitalized got critical trauma stab wounds url1307 pic by <[@user68]> #sacramento url219 …	B-PER	B-PER	B-PER	
600	#sultantraileronsony	12	12	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1270 : #contestalert show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	rt @user1270 : #contestalert show us some love ! gear up for <[#sultantraileronsony]> at 7 pm because it 's sultan trailer day !	B-MISC	B-MISC	B-MISC	
601	@user1060	12	12	['PROPN']	['X']	['X']	['O']	[]	end of 1st : condors up 2 - 1 with goals from @user1060 & @user1214 . #condorstown	end of 1st : condors up 2 - 1 with goals from <[@user1060]> & @user1214 . #condorstown	B-PER	B-PER	B-PER	
602	@user1214	14	14	['PROPN']	['X']	['X']	['O']	[]	end of 1st : condors up 2 - 1 with goals from @user1060 & @user1214 . #condorstown	end of 1st : condors up 2 - 1 with goals from @user1060 & <[@user1214]> . #condorstown	B-PER	B-PER	B-PER	
604	@user379	5	5	['PROPN']	['X']	['X']	['O']	[]	rt @user1048 : #educatorsplaybook : @user379 offers advice for high school athletes choosing colleges url572 url222 …	rt @user1048 : #educatorsplaybook : <[@user379]> offers advice for high school athletes choosing colleges url572 url222 …	B-PER	B-PER	B-PER	
605	@user523	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user523 okay i see you getting a little color in yo skin	<[@user523]> okay i see you getting a little color in yo skin	B-PER	B-PER	B-PER	
606	@user2279	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	@user2279 lolol .. i cant remember which site but it was postes while bap was in north america	<[@user2279]> lolol .. i cant remember which site but it was postes while bap was in north america	B-PER	B-PER	B-PER	
607	@user2472	0	0	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user2472 please submit a request and tweet back your ticket so we can help to resolve this issue : url1328 thanks ! * mh	<[@user2472]> please submit a request and tweet back your ticket so we can help to resolve this issue : url1328 thanks ! * mh	B-PER	B-PER	B-PER	
