Word	POS Label	NER Label	Spacy POS Label	Spacy NER Label	Tweet	Candidate Label
lb	['PROPN']	['O']	['PROPN']	['B-MISC']	eagles round out draft with lb walker url1546	eagles round out draft with <[lb]> walker url1546
@user1945	['PROPN']	['O']	['NOUN']	B-PER	@user1945 thnk u 💜💜	<[@user1945]> thnk u 💜💜
@user1700	['PROPN']	['O']	['PROPN']	B-PER	@user1700 lol thanks	<[@user1700]> lol thanks
@user386	['PROPN']	['O']	['PROPN']	B-PER	@user386 i fav your tweets and talk to you all the time 😭😭 why you got to treat me like this	<[@user386]> i fav your tweets and talk to you all the time 😭😭 why you got to treat me like this
@user1002	['PROPN']	['O']	['PROPN']	B-PER	@user1002 who is they	<[@user1002]> who is they
@user1613	['PROPN']	['O']	['X']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	<[@user1613]> @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks
@user2357	['PROPN']	['O']	['NUM']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 <[@user2357]> @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks
@user2452	['PROPN']	['O']	['NUM']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 <[@user2452]> @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks
@user2588	['PROPN']	['O']	['NUM']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 @user2452 <[@user2588]> @user2236 @user377 @user1139 @user1298 @user2419 thanks
@user2236	['PROPN']	['O']	['NUM']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 @user2452 @user2588 <[@user2236]> @user377 @user1139 @user1298 @user2419 thanks
@user377	['PROPN']	['O']	['NUM']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 @user2452 @user2588 @user2236 <[@user377]> @user1139 @user1298 @user2419 thanks
@user1139	['PROPN']	['O']	['X']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 <[@user1139]> @user1298 @user2419 thanks
@user1298	['PROPN']	['O']	['X']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 <[@user1298]> @user2419 thanks
@user2419	['PROPN']	['O']	['NUM']	B-PER	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 @user2419 thanks	@user1613 @user2357 @user2452 @user2588 @user2236 @user377 @user1139 @user1298 <[@user2419]> thanks
@user1690	['PROPN']	['O']	['PROPN']	B-PER	@user1690 yeah everythings fine now !! it was taken care of , i m hoping the problem wo nt come back tho but u kno ..... ^_____t	<[@user1690]> yeah everythings fine now !! it was taken care of , i m hoping the problem wo nt come back tho but u kno ..... ^_____t
@user589	['PROPN']	['O']	['PROPN']	B-PER	@user589 my pleasure , as always ! thanks for the retweet ! 💗	<[@user589]> my pleasure , as always ! thanks for the retweet ! 💗
#mancandymonday	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1918 : #omarlives !! #longmireonnetflix #longmire happy #mancandymonday url1554	rt @user1918 : #omarlives !! #longmireonnetflix #longmire happy <[#mancandymonday]> url1554
@user2050	['PROPN']	['O']	['NOUN']	B-PER	rt @user24 : i want to win @user2050 dm pack url1445	rt @user24 : i want to win <[@user2050]> dm pack url1445
eurusd	['PROPN']	['O']	['PROPN']	['O']	order closed at p/l of $ 0.93 . ticket 123546591 buy 0.01 lots eurusd - url1085	order closed at p/l of $ 0.93 . ticket 123546591 buy 0.01 lots <[eurusd]> - url1085
@user2185	['PROPN']	['O']	['PROPN']	B-PER	@user2185 maybe do sprints . a great way to increase calorie burn .	<[@user2185]> maybe do sprints . a great way to increase calorie burn .
#swish	['PROPN']	['O']	['PROPN']	['B-PER']	rt @user2495 : #swish will be signing at sunday 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …	rt @user2495 : <[#swish]> will be signing at sunday 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …
sunday	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2495 : #swish will be signing at sunday 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …	rt @user2495 : #swish will be signing at <[sunday]> 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …
#twitter	['PROPN']	['O']	['PROPN']	['O']	rt @user809 : here are 5 ways for you to start using #twitter to market your #business : url1320 url1262	rt @user809 : here are 5 ways for you to start using <[#twitter]> to market your #business : url1320 url1262
@user1041	['PROPN']	['O']	['PROPN']	B-PER	@user1041 happy birthday !	<[@user1041]> happy birthday !
#bb18	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user165 : delay update : #bb18 will air at 8:40 / 7:40 c !	rt @user165 : delay update : <[#bb18]> will air at 8:40 / 7:40 c !
usb	['PROPN']	['O']	['PROPN']	['O']	huge daily deals > url1224 #6180 #1954 50 wholesale lot of frisby usb 2.0 computer pc laptop noteb … url848	huge daily deals > url1224 #6180 #1954 50 wholesale lot of frisby <[usb]> 2.0 computer pc laptop noteb … url848
@user2633	['PROPN']	['O']	['PROPN']	B-PER	@user2633 lmao lufas actually speed up the process	<[@user2633]> lmao lufas actually speed up the process
lufas	['PROPN']	['O']	['PROPN']	['B-MISC']	@user2633 lmao lufas actually speed up the process	@user2633 lmao <[lufas]> actually speed up the process
boondocks	['PROPN']	['O']	['PROPN']	['O']	i miss the boondocks .	i miss the <[boondocks]> .
prime minister	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	rt @user2483 : so we need : 1 ) a prime minister 2 ) an opposition leader 3 ) an england manager 4 ) a ukip leader 5 ) a top gear host 6 ) a n …	rt @user2483 : so we need : 1 ) a <[prime <[prime]> 2 ) an opposition leader 3 ) an england manager 4 ) a ukip leader 5 ) a top gear host 6 ) a n …
@user158	['PROPN']	['O']	['X']	B-PER	@user158 yup ! we coming through there in a few . i	<[@user158]> yup ! we coming through there in a few . i
jr	['PROPN']	['O']	['PROPN']	['B-MISC']	"super proud of my jr musical theatre "" seuss "" who won gold and outstanding last night !!! they … url1293"	"super proud of my <[jr]> musical theatre "" seuss "" who won gold and outstanding last night !!! they … url1293"
@user1382	['PROPN']	['O']	['PROPN']	B-PER	you streaming soon ? @user1382	you streaming soon ? <[@user1382]>
@user1490	['PROPN']	['O']	['NOUN']	B-PER	i liked a @user1490 video from @user1739 url1400 molten aluminum vs bullets	i liked a <[@user1490]> video from @user1739 url1400 molten aluminum vs bullets
@user1739	['PROPN']	['O']	['NUM']	B-PER	i liked a @user1490 video from @user1739 url1400 molten aluminum vs bullets	i liked a @user1490 video from <[@user1739]> url1400 molten aluminum vs bullets
@user2094	['PROPN']	['O']	['PROPN']	B-PER	@user2094 hahahaha that 's really funny 😂😂	<[@user2094]> hahahaha that 's really funny 😂😂
@user1259	['PROPN']	['O']	['NOUN']	B-PER	rt @user1308 : #msr can you think of better way to spend your birthday than riding 291 km ? 😆 happy birthday @user1259 ! url598 …	rt @user1308 : #msr can you think of better way to spend your birthday than riding 291 km ? 😆 happy birthday <[@user1259]> ! url598 …
foam roller	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	check out review of the fitwood m - roll foam roller url1457 via @user296	check out review of the fitwood m - roll <[foam <[foam]> url1457 via @user296
@user296	['PROPN']	['O']	['NOUN']	B-PER	check out review of the fitwood m - roll foam roller url1457 via @user296	check out review of the fitwood m - roll foam roller url1457 via <[@user296]>
@user970	['PROPN']	['O']	['NOUN']	B-PER	@user970 money in the bank , pimping ai n't easy ... url375	<[@user970]> money in the bank , pimping ai n't easy ... url375
@user2467	['PROPN']	['O']	['PROPN']	B-PER	rt @user1467 : . @user2467 @user2401 i will not argue no matter what . but you keep changing your position , so i have to keep makin …	rt @user1467 : . <[@user2467]> @user2401 i will not argue no matter what . but you keep changing your position , so i have to keep makin …
@user2401	['PROPN']	['O']	['PROPN']	B-PER	rt @user1467 : . @user2467 @user2401 i will not argue no matter what . but you keep changing your position , so i have to keep makin …	rt @user1467 : . @user2467 <[@user2401]> i will not argue no matter what . but you keep changing your position , so i have to keep makin …
@user1498	['PROPN']	['O']	['PROPN']	B-PER	@user1498 thanks friend 😊 have dm'd u back	<[@user1498]> thanks friend 😊 have dm'd u back
@user656	['PROPN']	['O']	['NOUN']	B-PER	@user656 is the sky blue ? 😎	<[@user656]> is the sky blue ? 😎
@user309	['PROPN']	['O']	['PROPN']	B-PER	@user309 wait , it is ? i got one in the mail yesterday .	<[@user309]> wait , it is ? i got one in the mail yesterday .
@user1541	['PROPN']	['O']	['NOUN']	B-PER	""" @user1541 : ' 16 url468 "" not showing beer 🍺😉"	""" <[@user1541]> : ' 16 url468 "" not showing beer 🍺😉"
@user2413	['PROPN']	['O']	['PROPN']	B-PER	@user2413 oh mannn i shoulda gone :(	<[@user2413]> oh mannn i shoulda gone :(
@user214	['PROPN']	['O']	['PROPN']	B-PER	@user214 better safe than sorry . 😂	<[@user214]> better safe than sorry . 😂
@user697	['PROPN']	['O']	['NOUN']	B-PER	newly wedding @user697 🍊🐰😇🐝	newly wedding <[@user697]> 🍊🐰😇🐝
@user1832	['PROPN']	['O']	['PROPN']	B-PER	@user1832 damn u right 😘😘	<[@user1832]> damn u right 😘😘
@user1221	['PROPN']	['O']	['X']	B-PER	rt @user1221 : huntsman fade giveaway follow @user1221 & @user219 to enter the giveaway . retweet + like ends in 72 hours . url224 …	rt @user1221 : huntsman fade giveaway follow <[@user1221]> & @user219 to enter the giveaway . retweet + like ends in 72 hours . url224 …
@user219	['PROPN']	['O']	['NOUN']	B-PER	rt @user1221 : huntsman fade giveaway follow @user1221 & @user219 to enter the giveaway . retweet + like ends in 72 hours . url224 …	rt @user1221 : huntsman fade giveaway follow @user1221 & <[@user219]> to enter the giveaway . retweet + like ends in 72 hours . url224 …
@user998	['PROPN']	['O']	['PROPN']	B-PER	rt @user2370 : please , @user998 , bring pokemon go to brazil : url503 #pokemongonobrasilhoje ( rt pra carta chegar na @user956 …	rt @user2370 : please , <[@user998]> , bring pokemon go to brazil : url503 #pokemongonobrasilhoje ( rt pra carta chegar na @user956 …
@user956	['PROPN']	['O']	['NOUN']	B-PER	rt @user2370 : please , @user998 , bring pokemon go to brazil : url503 #pokemongonobrasilhoje ( rt pra carta chegar na @user956 …	rt @user2370 : please , @user998 , bring pokemon go to brazil : url503 #pokemongonobrasilhoje ( rt pra carta chegar na <[@user956]> …
@user110	['PROPN']	['O']	['PROPN']	B-PER	"@user110 "" really ? well , thank you .. "" * he replied , nuzzling his head . * "" same to you . '"	"<[@user110]> "" really ? well , thank you .. "" * he replied , nuzzling his head . * "" same to you . '"
@user2173	['PROPN']	['O']	['NOUN']	B-PER	rt @user2250 : liza soberano , we need you ! pls join and be our next miss universe ! @user2173 pag naka -1m rt to liza , sumali ka ha ! 😂😂😂	rt @user2250 : liza soberano , we need you ! pls join and be our next miss universe ! <[@user2173]> pag naka -1m rt to liza , sumali ka ha ! 😂😂😂
ir	['PROPN']	['O']	['PROPN']	['O']	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	321 [ <[ir]> ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174
icemoon	['PROPN']	['O']	['PROPN']	['B-MISC']	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	321 [ ir ] <[icemoon]> [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174
teen choice	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['O', 'O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my <[teen <[teen]> for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289
#choicemusicgroupmale	['PROPN']	['O']	['PROPN']	['B-MISC']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for <[#choicemusicgroupmale]> is #superjunior my #teenchoice nominee for #choicefandom is #elf 289
#superjunior	['PROPN']	['O']	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for #choicemusicgroupmale is <[#superjunior]> my #teenchoice nominee for #choicefandom is #elf 289
#teenchoice	['PROPN']	['O']	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for #choicemusicgroupmale is #superjunior my <[#teenchoice]> nominee for #choicefandom is #elf 289
#choicefandom	['PROPN']	['O']	['PROPN']	['B-MISC']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for <[#choicefandom]> is #elf 289
#elf	['PROPN']	['O']	['PROPN']	['B-MISC']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is <[#elf]> 289
@user2584	['PROPN']	['O']	['PROPN']	B-PER	@user2584 since last night i have been pokeballess 💔 but i have like 50 now lmao	<[@user2584]> since last night i have been pokeballess 💔 but i have like 50 now lmao
@user1128	['PROPN']	['O']	['PROPN']	B-PER	@user1128 yep , sounds like typical rated games .	<[@user1128]> yep , sounds like typical rated games .
lady gaga	['PROPN', 'PROPN']	['O', 'O']	['PROPN', 'PROPN']	['B-MISC', 'I-MISC']	< tweet to vote for lady gaga . #iheartawards #ladygaga #triplethreat vota na gaga	< tweet to vote for <[lady <[lady]> . #iheartawards #ladygaga #triplethreat vota na gaga
@user118	['PROPN']	['O']	['NOUN']	B-PER	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of b2b marketing fr …	rt @user177 : look forward to catching up at the <[@user118]> show . our team can take you through all aspects of b2b marketing fr …
b2b	['PROPN']	['O']	['PROPN']	['O']	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of b2b marketing fr …	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of <[b2b]> marketing fr …
@user2361	['PROPN']	['O']	['PROPN']	B-PER	#bbcdp ukip ’s only councillor in wales resigns in epic letter slamming farage ’s “ political cronyism ” url794 via @user2361	#bbcdp ukip ’s only councillor in wales resigns in epic letter slamming farage ’s “ political cronyism ” url794 via <[@user2361]>
#berniesanders	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2566 : the dnc is now collection #berniesanders signs inside #demsinphilly trying to silence protesters #dncleak #dncinphl url218 …	rt @user2566 : the dnc is now collection <[#berniesanders]> signs inside #demsinphilly trying to silence protesters #dncleak #dncinphl url218 …
#demsinphilly	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2566 : the dnc is now collection #berniesanders signs inside #demsinphilly trying to silence protesters #dncleak #dncinphl url218 …	rt @user2566 : the dnc is now collection #berniesanders signs inside <[#demsinphilly]> trying to silence protesters #dncleak #dncinphl url218 …
@user1376	['PROPN']	['O']	['PROPN']	B-PER	@user1376 sorry to hear you are a bit warm - which train are you on ? can you provide the 5 digit carriage no. above gangway doors ? ge	<[@user1376]> sorry to hear you are a bit warm - which train are you on ? can you provide the 5 digit carriage no. above gangway doors ? ge
@user1056	['PROPN']	['O']	['PROPN']	B-PER	"@user1056 i will still post on the same soundcloud ill just put "" trillphill - song name here """	"<[@user1056]> i will still post on the same soundcloud ill just put "" trillphill - song name here """
@user568	['PROPN']	['O']	['NOUN']	B-PER	@user568 wats up wit that card you trying set up for ur league ... is it going happen ?	<[@user568]> wats up wit that card you trying set up for ur league ... is it going happen ?
#paphos	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	rt @user302 : when in <[#paphos]> , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …
#cyprus	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	rt @user302 : when in #paphos , <[#cyprus]> do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …
@user1629	['PROPN']	['O']	['NOUN']	B-PER	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! <[@user1629]> @user1397 @user2178 htt …
@user1397	['PROPN']	['O']	['NOUN']	B-PER	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 <[@user1397]> @user2178 htt …
@user2178	['PROPN']	['O']	['NOUN']	B-PER	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 <[@user2178]> htt …
beijos	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1460 : adeus brasil !!! thanks to all the many wonderful people i met and made me feel at home !!! beijos !! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷	rt @user1460 : adeus brasil !!! thanks to all the many wonderful people i met and made me feel at home !!! <[beijos]> !! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
@user1603	['PROPN']	['O']	['NOUN']	B-PER	listening now @user1603 437 @user477 yesterday episode !! gooooo !!! #trancefamily #fsoe437	listening now <[@user1603]> 437 @user477 yesterday episode !! gooooo !!! #trancefamily #fsoe437
@user477	['PROPN']	['O']	['NOUN']	B-PER	listening now @user1603 437 @user477 yesterday episode !! gooooo !!! #trancefamily #fsoe437	listening now @user1603 437 <[@user477]> yesterday episode !! gooooo !!! #trancefamily #fsoe437
@user1747	['PROPN']	['O']	['X']	B-PER	@user1747 @user157 @user2383 @user1580 advantage : chookie	<[@user1747]> @user157 @user2383 @user1580 advantage : chookie
@user157	['PROPN']	['O']	['X']	B-PER	@user1747 @user157 @user2383 @user1580 advantage : chookie	@user1747 <[@user157]> @user2383 @user1580 advantage : chookie
@user2383	['PROPN']	['O']	['NUM']	B-PER	@user1747 @user157 @user2383 @user1580 advantage : chookie	@user1747 @user157 <[@user2383]> @user1580 advantage : chookie
@user1580	['PROPN']	['O']	['X']	B-PER	@user1747 @user157 @user2383 @user1580 advantage : chookie	@user1747 @user157 @user2383 <[@user1580]> advantage : chookie
c++	['PROPN']	['O']	['PROPN']	['O']	i 'm hiring - c++ developer in atlanta , ga url1626 #job	i 'm hiring - <[c++]> developer in atlanta , ga url1626 #job
@user658	['PROPN']	['O']	['PROPN']	B-PER	@user658 your lucky . my kid & i are going down to sufers ( gold coast ) on 19 aug , making our own long wkend . 😀	<[@user658]> your lucky . my kid & i are going down to sufers ( gold coast ) on 19 aug , making our own long wkend . 😀
aug	['PROPN']	['O']	['PROPN']	['B-MISC']	@user658 your lucky . my kid & i are going down to sufers ( gold coast ) on 19 aug , making our own long wkend . 😀	@user658 your lucky . my kid & i are going down to sufers ( gold coast ) on 19 <[aug]> , making our own long wkend . 😀
@user387	['PROPN']	['O']	['PROPN']	B-PER	@user387 anyway you can spare me a code ! been playing since the 90 's	<[@user387]> anyway you can spare me a code ! been playing since the 90 's
@user72	['PROPN']	['O']	['PROPN']	B-PER	screen time advice for a new generation of ' digital ' parents by livingstone_s & @user72 url771 via @user768	screen time advice for a new generation of ' digital ' parents by livingstone_s & <[@user72]> url771 via @user768
@user768	['PROPN']	['O']	['NOUN']	B-PER	screen time advice for a new generation of ' digital ' parents by livingstone_s & @user72 url771 via @user768	screen time advice for a new generation of ' digital ' parents by livingstone_s & @user72 url771 via <[@user768]>
@user2517	['PROPN']	['O']	['PROPN']	B-PER	thanks aaron . a pity @user2517 could n’t tell me that . #shoddy url1444	thanks aaron . a pity <[@user2517]> could n’t tell me that . #shoddy url1444
@user2306	['PROPN']	['O']	['PROPN']	B-PER	@user2306 heree	<[@user2306]> heree
nation	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user271 : here 's a talented lb the hogs offered today . he definitely looks like a good fit for razorback nation 👌 #wps 🐗 url217 …	rt @user271 : here 's a talented lb the hogs offered today . he definitely looks like a good fit for razorback <[nation]> 👌 #wps 🐗 url217 …
@user346	['PROPN']	['O']	['PROPN']	B-PER	@user346 glad you like them ill have them in all different colors soon still ca n't figure out the anemone issue hope to find a ans soon	<[@user346]> glad you like them ill have them in all different colors soon still ca n't figure out the anemone issue hope to find a ans soon
@user1386	['PROPN']	['O']	['PROPN']	B-PER	@user1386 i do n't think so . kane is very good but sturridge is better . he was amazing this year considering he was injured for half of it	<[@user1386]> i do n't think so . kane is very good but sturridge is better . he was amazing this year considering he was injured for half of it
@user2653	['PROPN']	['O']	['X']	B-PER	@user2653 @user2605 @user1490 is it official ?	<[@user2653]> @user2605 @user1490 is it official ?
@user2605	['PROPN']	['O']	['NUM']	B-PER	@user2653 @user2605 @user1490 is it official ?	@user2653 <[@user2605]> @user1490 is it official ?
@user1490	['PROPN']	['O']	['X']	B-PER	@user2653 @user2605 @user1490 is it official ?	@user2653 @user2605 <[@user1490]> is it official ?
@user1219	['PROPN']	['O']	['PROPN']	B-PER	listening to r. anthony - all is well @user1219	listening to r. anthony - all is well <[@user1219]>
@user1587	['PROPN']	['O']	['NOUN']	B-PER	rt @user1937 : i think this is one of my fave @user1587 post . hindi maitago yung kilig eh . #aldub9thmonthsary url815	rt @user1937 : i think this is one of my fave <[@user1587]> post . hindi maitago yung kilig eh . #aldub9thmonthsary url815
anti-apartheid	['PROPN']	['O']	['PROPN']	['O']	parole for anti-apartheid hero ’s killer ? victim ’s family says ‘ no ! ’ : ( url258 ) — the wife of a … url1121	parole for <[anti-apartheid]> hero ’s killer ? victim ’s family says ‘ no ! ’ : ( url258 ) — the wife of a … url1121
grazia	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user2621 : 160218 kris wu yi fan for issue 241 grazia 7th year anniversary legs ... >->o url1285	rt @user2621 : 160218 kris wu yi fan for issue 241 <[grazia]> 7th year anniversary legs ... >->o url1285
@user27	['PROPN']	['O']	['PROPN']	B-PER	@user27 @user675 yeah i think so but you know how certain shit go yaaah i ai n't with all that other shit	<[@user27]> @user675 yeah i think so but you know how certain shit go yaaah i ai n't with all that other shit
@user675	['PROPN']	['O']	['PROPN']	B-PER	@user27 @user675 yeah i think so but you know how certain shit go yaaah i ai n't with all that other shit	@user27 <[@user675]> yeah i think so but you know how certain shit go yaaah i ai n't with all that other shit
woodseaves	['PROPN']	['O']	['PROPN']	['B-MISC']	offer : laptop case new ( woodseaves ) url786	offer : laptop case new ( <[woodseaves]> ) url786
mv	['PROPN']	['O']	['PROPN']	['O']	rt @user2281 : do nt act like this mv did nt make you cry !! bitch this song too ft island make me feel so deep !! revive this !! url224 …	rt @user2281 : do nt act like this <[mv]> did nt make you cry !! bitch this song too ft island make me feel so deep !! revive this !! url224 …
@user1277	['PROPN']	['O']	['PROPN']	B-PER	rt @user1363 : @user1277 no we really are n't ahaha also i only take your nourishment ahaha it 's the healthiest bc it 's all natural ah …	rt @user1363 : <[@user1277]> no we really are n't ahaha also i only take your nourishment ahaha it 's the healthiest bc it 's all natural ah …
men	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …	rt @user1688 : we will back the <[men]> in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …
blue	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …	rt @user1688 : we will back the men in <[blue]> till the very end for the #t20worldcup ! show your support in the comments below . url224 …
#t20worldcup	['PROPN']	['O']	['PROPN']	['B-MISC']	rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …	rt @user1688 : we will back the men in blue till the very end for the <[#t20worldcup]> ! show your support in the comments below . url224 …
@user32	['PROPN']	['O']	['X']	B-PER	@user32 @user2529 doneeee	<[@user32]> @user2529 doneeee
@user2529	['PROPN']	['O']	['X']	B-PER	@user32 @user2529 doneeee	@user32 <[@user2529]> doneeee
@user1028	['PROPN']	['O']	['PROPN']	B-PER	@user1028 hey boss , sorry i 'm late ... my theory is that all thoughts and all prayers of all languages go to satan in the mail room	<[@user1028]> hey boss , sorry i 'm late ... my theory is that all thoughts and all prayers of all languages go to satan in the mail room
trans	['PROPN']	['O']	['PROPN']	['O']	rt @user2152 : ( trans ) 160627 congratulations yixing for winning best supporting actor ( china britain film festival ) | @user2153 url0 …	rt @user2152 : ( <[trans]> ) 160627 congratulations yixing for winning best supporting actor ( china britain film festival ) | @user2153 url0 …
@user2153	['PROPN']	['O']	['NUM']	B-PER	rt @user2152 : ( trans ) 160627 congratulations yixing for winning best supporting actor ( china britain film festival ) | @user2153 url0 …	rt @user2152 : ( trans ) 160627 congratulations yixing for winning best supporting actor ( china britain film festival ) | <[@user2153]> url0 …
@user1024	['PROPN']	['O']	['NOUN']	B-PER	"@user1024 @user1467 @user1151 @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."	"<[@user1024]> @user1467 @user1151 @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."
@user1467	['PROPN']	['O']	['NOUN']	B-PER	"@user1024 @user1467 @user1151 @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."	"@user1024 <[@user1467]> @user1151 @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."
@user1151	['PROPN']	['O']	['NOUN']	B-PER	"@user1024 @user1467 @user1151 @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."	"@user1024 @user1467 <[@user1151]> @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."
@user2658	['PROPN']	['O']	['NOUN']	B-PER	"@user1024 @user1467 @user1151 @user2658 wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."	"@user1024 @user1467 @user1151 <[@user2658]> wrong >> article ii , section 2 , clause 2 : "" and he shall nominate "" shall not may ."
#choiceanteencipatedmovieactress	['PROPN']	['O']	['PROPN']	['O']	rt @user2172 : my #teenchoice vote for #choiceanteencipatedmovieactress is @user92 url1173	rt @user2172 : my #teenchoice vote for <[#choiceanteencipatedmovieactress]> is @user92 url1173
@user92	['PROPN']	['O']	['NOUN']	B-PER	rt @user2172 : my #teenchoice vote for #choiceanteencipatedmovieactress is @user92 url1173	rt @user2172 : my #teenchoice vote for #choiceanteencipatedmovieactress is <[@user92]> url1173
@user2581	['PROPN']	['O']	['NOUN']	B-PER	i 'm using whatsapp+ by @user2581 for ios to add new features to whatsapp ! url734	i 'm using whatsapp+ by <[@user2581]> for ios to add new features to whatsapp ! url734
